name,platform,release_date,summary,meta_score,user_review																		
XCOM 2, PC,"February 5, 2016","20 years have passed since world leaders unconditionally surrendered to alien forces and XCOM, the world's last line of defense, was left destroyed and scattered. Now the aliens hold dominion over the Earth, building shining cities that promise a brilliant future for humanity on the surface, while hiding a sinister intent below and eliminating all who don't fall in like with their new order. Online those who live a the edges of the world have a modicum of freedom. Here, a force gathers once again to stand up for humanity. Consistently on the run, the remnant XCOM forces need to find a way to regroup, expose the nefarious truth behind the occupation, and eliminate the alien threat for good.",88,7.3																		
Dishonored 2, PlayStation 4,"November 10, 2016","Dishonored 2 takes your protagonist, Corvo Attano or Emily Kaldwin, to the coastal city of Karnaca where the choices you make will have significant impact on the world.",88,8.0																		
Tony Hawk's Pro Skater 1 + 2, Xbox One,"September 4, 2020","Drop back in with the most iconic skateboarding games ever made. Play Tony Hawk's Pro Skater & Tony Hawk's Pro Skater 2 in one epic collection, rebuilt from the ground up in incredible HD. All the pro skaters, levels and tricks are back and fully-remastered, plus more.",88,7.9																		
What Remains of Edith Finch, Switch,"July 4, 2019",What Remains of Edith Finch is a collection of short stories about a cursed family in Washington State.,88,7.8																		
Injustice 2: Legendary Edition, PlayStation 4,"March 27, 2018",,88,7.6																		
Cuphead, PC,"September 29, 2017","Cuphead is a classic run and gun action game primarily focused on boss battles. Inspired by the cartoons of the 1930s, the visuals and audio are carefully created with the same techniques of the era, i.e. traditional cel animation (hand drawn & hand inked), watercolor backgrounds, and original jazz recordings. Play as Cuphead or Mugman (in single player or co-op) as you traverse strange worlds, acquire new weapons, learn powerful super moves, and discover hidden secrets. [Studio MDHR]",88,8.3																		
Divinity: Original Sin Enhanced Edition, PlayStation 4,"October 27, 2015","Divinity Original Sin: Enhanced Edition is a much lauded Role-Playing-Game that blends deep customization and humor with dynamic turn based combat. Either in online co-op, split-screen co-op on your TV, or even alone, take advantage of a classless RPG system to create your heroes and conquer the evils of Rivellon! Embark upon a journey with up to three companions as you bend the very fabric of time, where what seems like the case of a simple murder unravels into hours of quests facing fiendish foes, magical polymorphs, and dastardly bosses. As a Source Hunter, master the elements and use the environment to your advantage in dynamic combats mixing weather and magic to explode, poison, electrify, freeze and burn your enemies!",88,8.0																		
Minecraft: Xbox One Edition, Xbox One,"November 18, 2014",Minecraft: Xbox One Edition is a game about placing blocks to build anything you can imagine and was revealed at E3 that it will be coming to the Xbox One.,88,7.3																		
Guacamelee! Super Turbo Championship Edition, Xbox One,"July 2, 2014","Guacamelee! is a Metroid-vania style action-platformer set in a magical Mexican inspired world. The game draws its inspiration from traditional Mexican culture and folklore, and features many interesting and unique characters. Guacamelee builds upon the classic open-world Metroid-vania style of games, by adding a strong melee combat component, a new dimension switching mechanic, and cooperative same-screen multiplayer for the entire story. The game also blurs the boundaries between combat and platforming by making many of the moves useful and necessary for both of these.",88,7.0																		
XCOM: Enemy Within, Xbox 360,"November 12, 2013","XCOM: Enemy Within is the expansion to the 2012 Game of the Year award-winning strategy game XCOM: Enemy Unknown. Enemy Within adds an array of new abilities, upgrades and weapons to combat new enemy and alien threats. This expansion pack also introduces new maps, new tactical and strategic gameplay, and new multiplayer content providing a fresh new gameplay experience.",88,7.7																		
NCAA Football 2005, PlayStation 2,"July 15, 2004","Do you have what it takes to survive in college football's most hostile environments? For the first time in video game football history, the game-day atmosphere directly affects players' on-field performances. See if players have enough composure to withstand the pressure, and take advantage of key personnel mismatches with the new Match-Up Stick. Add in fan celebrations like the Gator Chomp or Texas Hook 'Em Horns and you'll see that NCAA Football 2005 delivers the real emotion, collegiate atmosphere, and traditional gameplay of college football. Electrifying Stadium Atmosphere: Watch the visiting team fight crowd noise when calling audibles and hot routes. Pump up the crowd and build up your home field advantage to take opponents out of the game. Build your team's stadium atmosphere to rank among the elite stadiums in the country. See, hear and feel the immediate impact from hostile environments like LSU?s ""Death Valley,"" ""The Swamp"" at Florida, Michigan?s ""Big House,"" and Nebraska's ""Sea of Red."" Deeper Dynasty Mode: Monitor discipline levels and grades to ensure your program's integrity, while recruiting promising high school athletes and converting them into skilled position players. Keep players happy with playing time or risk them transferring to one of your rivals in the off-season. New Gameplay Enhancements: Choose from new custom playbooks, offensive schemes, and defensive formations that include the 4-2-5 and 3-3-5 Stack. [Electronic Arts]",88,8.8																		
